t_ms,H,T,E,P,M,D,R,RAW,A,F,PRE,CAS,RS,CM,FH
3168,9.0,10.0,1.0,3964,0,1.3,6599,40.5,7,47.6,0,1,6630,2,0.00
3184,9.0,10.0,1.0,3963,0,1.2,6663,40.5,8,47.6,0,1,6632,2,0.00
3215,9.0,10.0,1.0,3965,0,0.9,6662,40.4,9,47.6,0,1,6637,2,0.00
3230,9.0,10.0,1.0,3971,0,0.6,6599,40.8,9,47.6,0,1,6643,2,0.00
3246,9.0,10.0,1.0,3974,0,0.4,6599,40.3,9,47.6,0,1,6646,2,0.00
3340,9.0,10.0,1.0,3977,0,0.1,6663,40.6,73,47.6,0,1,6652,2,0.00
3355,8.9,10.0,1.1,3977,0,0.0,6665,40.7,8,47.6,0,1,6654,2,0.00
3370,8.8,10.0,1.2,3982,0,-0.5,6602,40.7,9,47.6,0,1,6664,2,0.00
3401,8.8,10.0,1.2,3989,0,-1.0,6602,40.9,9,47.6,0,1,6673,2,0.00
3416,8.7,10.0,1.3,3998,0,-1.6,6603,41.0,9,47.6,0,1,6685,2,0.00
3431,8.6,10.0,1.4,4004,0,-2.1,6668,40.2,9,47.6,0,1,6697,2,0.00
3447,8.6,10.0,1.4,4013,0,-3.0,6669,40.8,1,47.6,0,1,6713,2,0.00
3478,8.6,10.0,1.4,4015,0,-3.0,6607,40.8,3,47.6,0,1,6712,2,0.00
3493,8.7,10.0,1.3,4013,0,-2.6,6609,41.1,5,47.6,0,1,6705,2,0.00
3509,8.7,10.0,1.3,4010,0,-2.2,6675,40.8,7,47.6,0,1,6698,2,0.00
3539,8.6,10.0,1.4,4006,0,-2.0,6677,41.0,9,47.6,0,1,6694,2,0.00
3555,8.6,10.0,1.4,4002,0,-1.7,6680,40.9,9,47.6,0,1,6691,2,0.00
3571,8.5,10.0,1.5,4003,0,-1.7,6616,41.5,9,47.6,0,1,6690,2,0.00
3602,8.4,10.0,1.6,4005,0,-1.7,6618,41.2,9,47.6,0,1,6691,2,0.00
3617,8.2,10.0,1.8,4008,0,-2.0,6683,41.4,9,47.6,0,1,6700,2,0.00
3632,8.1,10.0,1.9,4011,0,-2.7,6685,41.4,0,47.6,0,1,6714,2,0.00
3648,8.2,10.0,1.8,4012,0,-2.5,6623,41.0,2,47.6,0,1,6709,2,0.00
3680,8.2,10.0,1.8,4010,0,-2.2,6626,41.2,4,47.6,0,1,6703,2,0.00
3695,8.3,10.0,1.7,4004,0,-1.6,6628,41.1,6,47.6,0,1,6691,2,0.00
3710,8.3,10.0,1.7,3999,0,-1.2,6694,41.3,8,47.6,0,1,6685,2,0.00
3726,8.2,10.0,1.8,3995,0,-0.9,6694,41.4,9,47.6,0,1,6681,2,0.00
3758,8.2,10.0,1.8,3996,0,-0.8,6632,41.3,9,47.6,0,1,6680,2,0.00
3836,8.1,10.0,1.9,3997,0,-0.8,6699,41.2,73,47.6,0,1,6679,2,0.00
3852,8.2,10.0,1.8,3991,0,-0.4,6699,41.5,7,47.6,0,1,6671,2,0.00
3883,8.2,10.0,1.8,3987,0,-0.2,6700,41.4,9,47.6,0,1,6668,2,0.00
3898,8.1,10.0,1.9,3990,0,-0.2,6635,41.4,9,47.6,0,1,6669,2,0.00
3913,8.0,10.0,2.0,3993,0,-0.3,6635,41.6,9,47.6,0,1,6672,2,0.00
3944,8.0,10.0,2.0,3993,0,-0.4,6700,41.2,9,47.6,0,1,6674,2,0.00
3960,8.0,10.0,2.0,3994,0,-0.7,6702,41.6,9,47.6,0,1,6680,2,0.00
3975,7.8,10.0,2.2,3998,0,-1.5,6637,41.8,0,47.6,0,1,6696,2,0.00
3990,7.8,10.0,2.2,4010,0,-1.9,6638,41.3,2,47.6,0,1,6704,2,0.00
4021,7.7,10.0,2.3,4016,0,-2.3,6638,41.8,4,47.6,0,1,6712,2,0.00
4037,7.7,10.0,2.3,4016,0,-2.4,6702,41.6,6,47.6,0,1,6713,2,0.00
4052,7.8,10.0,2.2,4014,0,-2.3,6703,41.4,8,47.6,0,1,6711,2,0.00
4083,7.9,10.0,2.1,4010,0,-1.8,6641,41.5,9,47.6,0,1,6702,2,0.00
4098,7.9,10.0,2.1,4005,0,-1.2,6643,41.5,9,48.6,0,1,6691,2,0.00
4114,7.9,10.0,2.1,3997,0,-0.7,6708,41.2,9,48.6,0,1,6681,2,0.00
4144,8.0,10.0,2.0,3987,0,0.1,6708,41.1,9,48.6,0,1,6666,2,0.00
4160,8.1,10.0,1.9,3978,0,1.0,6644,41.7,9,48.6,0,1,6649,2,0.00
4176,8.1,10.0,1.9,3969,0,2.0,6643,41.7,1,48.6,0,1,6630,2,0.00
4191,7.9,10.0,2.1,3975,0,1.7,6643,41.7,3,48.6,0,1,6639,2,0.00
4223,7.7,10.0,2.3,3983,0,0.9,6706,41.3,5,48.6,0,1,6656,2,0.00
4238,7.9,10.0,2.1,3984,0,0.5,6706,41.2,7,48.6,0,1,6661,2,0.00
4254,8.0,10.0,2.0,3984,0,0.5,6641,41.3,9,48.6,0,1,6658,2,0.00
4332,8.2,10.0,1.8,3976,0,1.0,6705,41.1,66,48.6,0,1,6649,2,0.00
4348,8.2,10.0,1.8,3975,0,1.0,6703,41.3,8,48.6,0,1,6648,2,0.00
4379,8.2,10.0,1.8,3976,0,1.1,6640,41.4,9,48.6,0,1,6647,2,0.00
4394,8.1,10.0,1.9,3978,0,0.8,6638,41.7,1,48.6,0,1,6653,2,0.00
4409,8.2,10.0,1.8,3981,0,0.8,6703,40.9,3,48.6,0,1,6653,2,0.00
4441,8.2,10.0,1.8,3979,0,0.8,6703,41.2,5,48.6,0,1,6652,2,0.00
4457,8.3,10.0,1.7,3975,0,1.0,6638,41.3,7,48.6,0,1,6648,2,0.00
4473,8.2,10.0,1.8,3978,0,0.9,6638,41.5,9,48.6,0,1,6651,2,0.00
4489,8.1,10.0,1.9,3984,0,0.5,6702,41.5,9,48.6,0,1,6659,2,0.00
4519,8.0,10.0,2.0,3990,0,-0.1,6703,40.9,9,48.6,0,1,6671,2,0.00
4535,8.0,10.0,2.0,3995,0,-0.7,6700,41.4,9,48.6,0,1,6681,2,0.00
4550,8.1,10.0,1.9,3996,0,-0.7,6638,41.1,9,48.6,0,1,6681,2,0.00
4581,8.1,10.0,1.9,3996,0,-0.6,6638,41.4,0,48.6,0,1,6678,2,0.00
4597,7.9,10.0,2.1,4004,0,-1.1,6702,41.8,2,48.6,0,1,6690,2,0.00
4613,7.9,10.0,2.1,4006,0,-1.4,6702,41.4,4,48.6,0,1,6696,2,0.00
4629,7.9,10.0,2.1,4007,0,-1.6,6640,41.0,6,48.6,0,1,6700,2,0.00
4660,8.1,10.0,1.9,4002,0,-1.2,6641,41.2,8,48.6,0,1,6690,2,0.00
4676,8.2,10.0,1.8,3997,0,-0.6,6706,41.4,9,48.6,0,1,6679,2,0.00
4692,8.2,10.0,1.8,3987,0,0.1,6705,41.0,9,48.6,0,1,6666,2,0.00
4722,8.2,10.0,1.8,3983,0,0.4,6706,41.6,9,48.6,0,1,6660,2,0.00
4737,8.2,10.0,1.8,3980,0,0.8,6643,41.1,9,48.6,0,1,6654,2,0.00
4754,8.2,10.0,1.8,3977,0,1.1,6643,41.1,9,48.6,0,1,6647,2,0.00
4845,8.3,10.0,1.7,3968,0,1.6,6640,41.3,76,48.6,0,1,6638,2,0.00
4861,8.3,10.0,1.7,3970,0,1.5,6638,41.6,9,48.6,0,1,6639,2,0.00
4876,8.2,10.0,1.8,3973,0,1.2,6702,41.3,9,48.6,0,1,6647,2,0.00
4907,8.2,10.0,1.8,3980,0,0.4,6702,41.1,1,48.6,0,1,6661,2,0.00
4923,8.3,10.0,1.7,3978,0,0.4,6637,41.0,3,48.6,0,1,6659,2,0.00
4939,8.4,10.0,1.6,3977,0,0.7,6637,40.7,5,48.6,0,1,6654,2,0.00
4954,8.5,10.0,1.5,3975,0,0.9,6635,41.3,7,48.6,0,1,6649,2,0.00
4986,8.4,10.0,1.6,3973,0,1.0,6700,41.1,9,48.6,0,1,6648,2,0.00
5001,8.4,10.0,1.6,3973,0,0.9,6700,40.8,9,48.6,0,1,6650,2,0.00
5016,8.3,10.0,1.7,3977,0,0.7,6637,41.2,9,48.6,0,1,6654,2,0.00
5047,8.4,10.0,1.6,3978,0,0.7,6635,40.9,9,48.6,0,1,6653,2,0.00
5063,8.5,10.0,1.5,3974,0,0.8,6699,40.9,9,48.6,0,1,6650,2,0.00
5078,8.6,10.0,1.4,3970,0,1.2,6697,40.9,0,48.6,0,1,6643,2,0.00
5108,8.6,10.0,1.4,3967,0,1.2,6697,40.9,2,47.9,0,1,6642,2,0.00
5124,8.6,10.0,1.4,3969,0,1.2,6632,40.9,4,47.9,0,1,6642,2,0.00
5140,8.6,10.0,1.4,3971,0,1.1,6631,41.1,6,47.9,0,1,6644,2,0.00
5155,8.5,10.0,1.5,3974,0,0.8,6693,41.3,8,47.9,0,1,6650,2,0.00
5186,8.4,10.0,1.6,3978,0,0.4,6693,41.1,9,47.9,0,1,6659,2,0.00
5201,8.3,10.0,1.7,3986,0,-0.2,6629,40.5,9,47.9,0,1,6670,2,0.00
5217,8.3,10.0,1.7,3992,0,-0.6,6628,41.1,9,47.9,0,1,6678,2,0.00
5248,8.5,10.0,1.5,3990,0,-0.6,6691,40.7,9,47.9,0,1,6675,2,0.00
5264,8.6,10.0,1.4,3983,0,-0.2,6693,40.7,9,47.9,0,1,6667,2,0.00
5342,8.8,10.0,1.2,3976,0,0.5,6628,40.8,73,47.9,0,1,6653,2,0.00
5373,8.8,10.0,1.2,3976,0,0.6,6628,40.3,8,47.9,0,1,6651,2,0.00
5389,8.8,10.0,1.2,3973,0,1.0,6690,40.6,9,47.9,0,1,6644,2,0.00
5404,8.8,10.0,1.2,3968,0,1.4,6690,40.6,9,47.9,0,1,6637,2,0.00
5419,9.0,10.0,1.0,3963,0,2.1,6688,40.1,1,47.9,0,1,6622,2,0.00
5451,9.1,10.0,0.9,3953,0,2.6,6623,40.4,3,47.9,0,1,6612,2,0.00
5466,9.2,10.0,0.8,3945,0,3.3,6623,40.0,4,47.9,0,1,6598,2,0.00
5481,9.2,10.0,0.8,3939,0,3.7,6685,40.3,6,47.9,0,1,6591,2,0.00
5527,9.2,10.0,0.8,3936,0,3.8,6684,40.4,8,47.9,0,1,6589,2,0.00
5527,9.1,10.0,0.9,3942,0,3.4,6618,40.4,9,47.9,0,1,6596,2,0.00
5543,9.1,10.0,0.9,3949,0,2.9,6616,40.2,9,47.9,0,1,6606,2,0.00
5558,9.1,10.0,0.9,3957,0,2.2,6616,40.7,9,47.9,0,1,6618,2,0.00
5590,9.1,10.0,0.9,3959,0,1.8,6680,39.9,9,47.9,0,1,6626,2,0.00
5606,9.4,10.0,0.6,3961,0,1.6,6678,39.5,0,47.9,0,1,6626,2,0.00
5621,9.4,10.0,0.6,3959,0,1.6,6613,40.6,2,47.9,0,1,6626,2,0.00
5651,9.3,10.0,0.7,3963,0,1.4,6613,40.4,4,47.9,0,1,6631,2,0.00
5667,9.1,10.0,0.9,3970,0,0.7,6677,40.1,5,47.9,0,1,6645,2,0.00
5683,9.1,10.0,0.9,3976,0,0.0,6675,40.3,7,47.9,0,1,6658,2,0.00
5714,9.1,10.0,0.9,3980,0,-0.4,6677,40.4,9,47.9,0,1,6666,2,0.00
5729,9.1,10.0,0.9,3986,0,-0.8,6610,40.6,9,47.9,0,1,6672,2,0.00
5744,9.1,10.0,0.9,3991,0,-1.1,6612,39.7,9,47.9,0,1,6678,2,0.00
5759,9.0,10.0,1.0,3996,0,-1.6,6675,40.7,9,47.9,0,1,6688,2,0.00
5853,9.1,10.0,0.9,3998,0,-1.7,6616,40.2,73,47.9,0,1,6689,2,0.00
5869,9.0,10.0,1.0,3999,0,-1.6,6618,40.5,8,47.9,0,1,6689,2,0.00
5884,9.1,10.0,0.9,3997,0,-1.3,6619,40.8,9,47.9,0,1,6683,2,0.00
5916,9.0,10.0,1.0,3996,0,-1.3,6685,40.5,9,47.9,0,1,6683,2,0.00
5931,8.9,10.0,1.1,3995,0,-1.3,6685,40.6,9,47.9,0,1,6683,2,0.00
5947,8.9,10.0,1.1,3997,0,-1.3,6622,40.4,0,47.9,0,1,6685,2,0.00
5963,8.9,10.0,1.1,3994,0,-1.1,6622,40.3,2,47.9,0,1,6680,2,0.00
5994,9.0,10.0,1.0,3990,0,-0.7,6623,40.4,4,47.9,0,1,6672,2,0.00
6009,9.1,10.0,0.9,3983,0,-0.2,6690,40.4,6,47.9,0,1,6662,2,0.00
6024,9.1,10.0,0.9,3977,0,0.3,6690,40.6,8,47.9,0,1,6655,2,0.00
6056,9.0,10.0,1.0,3977,0,0.4,6626,40.8,9,47.9,0,1,6653,2,0.00
6071,8.9,10.0,1.1,3980,0,0.4,6625,40.4,9,47.9,0,1,6655,2,0.00
6087,8.9,10.0,1.1,3979,0,0.3,6688,40.2,9,47.9,0,1,6656,2,0.00
6102,9.0,10.0,1.0,3976,0,0.4,6688,40.6,9,47.6,0,1,6654,2,0.00
6133,9.1,10.0,0.9,3972,0,0.6,6623,40.4,9,47.6,0,1,6649,2,0.00
6149,9.1,10.0,0.9,3972,0,0.9,6623,40.4,1,47.6,0,1,6644,2,0.00
